"Gene ID","source_id","Organism","Genomic Location (Gene)","Product Description","Previous ID(s)","Chromosome","Ortholog count","Ortholog Group","Paralog count","# Exons in Gene","# Exons in Transcript","# Transcripts","Annotated 3' UTR length","Annotated 5' UTR length","Transcript Length"
"PCHAS_0725300","PCHAS_0725300.1","P. chabaudi chabaudi","PCHAS_07_v3:912,168..913,062(-)","calmodulin-like protein, putative","Previous IDs: PCHAS_072530","07","47","OG5_156839","0","5","5","1","null","null","453"
"PCHAS_0725400","PCHAS_0725400.1","P. chabaudi chabaudi","PCHAS_07_v3:914,786..915,538(-)","Rab5-interacting protein, putative","Previous IDs: PCHAS_072540","07","40","OG5_130486","0","4","4","1","null","null","330"
"PCHAS_0725500","PCHAS_0725500.1","P. chabaudi chabaudi","PCHAS_07_v3:916,756..918,079(+)","conserved Plasmodium protein, unknown function","Previous IDs: PC108616.00.0;PC402356.00.0;PCAS_072550;PCHAS_072550","07","44","OG5_167116","0","3","3","1","null","null","942"
"PCHAS_0725600","PCHAS_0725600.1","P. chabaudi chabaudi","PCHAS_07_v3:918,536..920,354(-)","RNA-binding protein, putative","Previous IDs: PC000760.04.0;PCAS_072560;PCHAS_072560","07","41","OG5_129313","0","8","8","1","null","null","1155"
"PCHAS_0725700","PCHAS_0725700.1","P. chabaudi chabaudi","PCHAS_07_v3:921,391..922,318(-)","acylated pleckstrin-homology domain-containing protein, putative","Previous IDs: PC000759.04.0;PCAS_072570;PCHAS_072570","07","44","OG5_145116","0","2","2","1","null","null","762"
"PCHAS_0725800","PCHAS_0725800.1","P. chabaudi chabaudi","PCHAS_07_v3:923,367..925,175(+)","GTP-binding protein, putative","Previous IDs: PC000758.04.0;PCAS_072580;PCHAS_072580","07","44","OG5_137899","0","1","1","1","null","null","1809"
"PCHAS_0725900","PCHAS_0725900.1","P. chabaudi chabaudi","PCHAS_07_v3:925,648..925,971(-)","conserved Plasmodium protein, unknown function","Previous IDs: PCHAS_072590","07","34","OG5_181218","0","1","1","1","null","null","324"
"PCHAS_0726000","PCHAS_0726000.1","P. chabaudi chabaudi","PCHAS_07_v3:927,665..929,584(+)","armadillo-domain containing rhoptry protein, putative","Previous IDs: PC000380.04.0;PCAS_072600;PCHAS_072600","07","43","OG5_143115","0","11","11","1","null","null","825"
"PCHAS_0726100","PCHAS_0726100.1","P. chabaudi chabaudi","PCHAS_07_v3:930,141..931,283(-)","arsenical pump-driving ATPase, putative","Previous IDs: PC000665.03.0;PCAS_072610;PCHAS_072610","07","43","OG5_127181","0","1","1","1","null","null","1143"
"PCHAS_0726200","PCHAS_0726200.1","P. chabaudi chabaudi","PCHAS_07_v3:931,971..933,083(+)","conserved protein, unknown function","Previous IDs: PC000666.03.0;PCAS_072620;PCHAS_072620","07","43","OG5_160776","0","1","1","1","null","null","1113"
"PCHAS_0726300","PCHAS_0726300.1","P. chabaudi chabaudi","PCHAS_07_v3:933,114..937,904(-)","conserved Plasmodium protein, unknown function","Previous IDs: PC000822.03.0;PC300326.00.0;PCAS_072630;PCHAS_072630","07","47","OG5_158101","0","1","1","1","null","null","4791"
"PCHAS_0726400","PCHAS_0726400.1","P. chabaudi chabaudi","PCHAS_07_v3:939,408..943,449(+)","cdc2-related protein kinase 3, putative","Previous IDs: PC001279.02.0;PC400844.00.0;PCAS_072640;PCHAS_072640","07","45","OG5_135486","0","2","2","1","null","null","3915"
"PCHAS_0726500","PCHAS_0726500.1","P. chabaudi chabaudi","PCHAS_07_v3:943,993..944,649(-)","coatomer subunit zeta, putative","Previous IDs: PC000138.04.0;PC301265.00.0;PCAS_072650;PCHAS_072650","07","45","OG5_127654","0","1","1","1","null","null","657"
"PCHAS_0726600","PCHAS_0726600.1","P. chabaudi chabaudi","PCHAS_07_v3:945,583..946,398(+)","nuclear cap-binding protein subunit 2, putative","Previous IDs: PC000137.04.0;PC103687.00.0;PC301782.00.0;PCAS_072660;PCHAS_072660","07","45","OG5_127988","0","2","2","1","null","null","726"
"PCHAS_0726700","PCHAS_0726700.1","P. chabaudi chabaudi","PCHAS_07_v3:946,667..947,347(-)","GTP:AMP phosphotransferase, putative","Previous IDs: PC000249.02.0;PCAS_072670;PCHAS_072670","07","45","OG5_134283","0","1","1","1","null","null","681"
"PCHAS_0726800","PCHAS_0726800.1","P. chabaudi chabaudi","PCHAS_07_v3:948,214..949,521(-)","conserved Plasmodium protein, unknown function","Previous IDs: PC000248.02.0;PCAS_072680;PCHAS_072680","07","44","OG5_167117","0","1","1","1","null","null","1308"
"PCHAS_0726900","PCHAS_0726900.1","P. chabaudi chabaudi","PCHAS_07_v3:950,704..951,586(-)","60S ribosomal protein L15, putative","Previous IDs: PC000250.02.0;PC301170.00.0;PCAS_072690;PCHAS_072690","07","44","OG5_127033","0","2","2","1","null","null","618"
"PCHAS_0727000","PCHAS_0727000.1","P. chabaudi chabaudi","PCHAS_07_v3:954,561..956,466(-)","RNA-binding protein, putative","Previous IDs: PC000435.01.0;PC301955.00.0;PCAS_072700;PCHAS_072700","07","44","OG5_161387","0","6","6","1","null","null","1374"
"PCHAS_0727100","PCHAS_0727100.1","P. chabaudi chabaudi","PCHAS_07_v3:957,642..959,228(-)","conserved Plasmodium protein, unknown function","Previous IDs: PCHAS_072710","07","6","OG5_205375","0","1","1","1","null","null","1587"
"PCHAS_0727200","PCHAS_0727200.1","P. chabaudi chabaudi","PCHAS_07_v3:961,013..962,950(+)","glutamyl-tRNA(Gln) amidotransferase subunit A, putative","Previous IDs: PC000234.02.0;PCAS_072720;PCHAS_072720","07","44","OG5_127466","0","1","1","1","null","null","1938"
"PCHAS_0727300","PCHAS_0727300.1","P. chabaudi chabaudi","PCHAS_07_v3:963,334..963,948(-)","conserved protein, unknown function","Previous IDs: PC000236.02.0;PCAS_072730;PCHAS_072730","07","43","OG5_129635","0","1","1","1","null","null","615"
"PCHAS_0727400","PCHAS_0727400.1","P. chabaudi chabaudi","PCHAS_07_v3:964,603..968,130(-)","DNA helicase MCM9, putative","Previous IDs: PC000235.02.0;PC000336.03.0;PC300149.00.0;PC301154.00.0;PC301673.00.0;PC403807.00.0;PCAS_072740;PCHAS_072740","07","45","OG5_157083","0","1","1","1","null","null","3528"
"PCHAS_0727500","PCHAS_0727500.1","P. chabaudi chabaudi","PCHAS_07_v3:970,353..973,505(+)","histone acetyltransferase, putative","Previous IDs: PC000141.00.0;PC000141.04.0;PC300544.00.0;PC301418.00.0;PCAS_072750;PCHAS_072750","07","45","OG5_144201","0","3","3","1","null","null","2937"
"PCHAS_0727600","PCHAS_0727600.1","P. chabaudi chabaudi","PCHAS_07_v3:973,809..974,483(-)","repressor of RNA polymerase III transcription MAF1, putative","Previous IDs: PC000142.04.0;PCAS_072760;PCHAS_072760","07","43","OG5_128643","0","1","1","1","null","null","675"
"PCHAS_0727700","PCHAS_0727700.1","P. chabaudi chabaudi","PCHAS_07_v3:976,118..976,996(+)","prohibitin-like protein PHBL, putative","Previous IDs: PC000104.03.0;PC302166.00.0;PCAS_072770;PCHAS_072770","07","44","OG5_150550","0","1","1","1","null","null","879"
"PCHAS_0727800","PCHAS_0727800.1","P. chabaudi chabaudi","PCHAS_07_v3:977,484..977,750(-)","CDGSH iron-sulfur domain-containing protein, putative","Previous IDs: PC401444.00.0;PCAS_072780;PCHAS_072780","07","42","OG5_156020","0","1","1","1","null","null","267"
"PCHAS_0727900","PCHAS_0727900.1","P. chabaudi chabaudi","PCHAS_07_v3:979,345..980,341(+)","small GTP-binding protein sar1, putative","Previous IDs: PC000871.02.0;PC001147.02.0;PCAS_072790;PCHAS_072790","07","44","OG5_127331","0","3","3","1","null","null","576"
"PCHAS_0728000","PCHAS_0728000.1","P. chabaudi chabaudi","PCHAS_07_v3:981,078..986,711(-)","conserved Plasmodium protein, unknown function","Previous IDs: PC000058.04.0;PC000468.00.0;PC001146.02.0;PCAS_072800;PCHAS_072800","07","46","OG5_156800","0","2","2","1","null","null","5490"
"PCHAS_0728100","PCHAS_0728100.1","P. chabaudi chabaudi","PCHAS_07_v3:988,146..989,143(+)","conserved Plasmodium protein, unknown function","Previous IDs: PC000469.00.0;PC400195.00.0;PCAS_072810;PCHAS_072810","07","33","OG5_205376","0","2","2","1","null","null","855"
"PCHAS_0728200","PCHAS_0728200.1","P. chabaudi chabaudi","PCHAS_07_v3:989,804..991,645(-)","mRNA-binding protein PUF2, putative","Previous IDs: PC000579.01.0;PC001161.02.0;PCAS_072820;PCHAS_072820","07","44","OG5_126869","0","4","4","1","null","null","1434"
"PCHAS_0728300","PCHAS_0728300.1","P. chabaudi chabaudi","PCHAS_07_v3:993,981..995,732(+)","bifunctional dihydrofolate reductase-thymidylate synthase, putative","Previous IDs: PC000861.00.0;PC000873.02.0;PC301787.00.0;PCAS_072830;PCHAS_072830","07","44","OG5_127385","0","1","1","1","null","null","1752"
"PCHAS_0728400","PCHAS_0728400.1","P. chabaudi chabaudi","PCHAS_07_v3:996,535..998,747(-)","LETM1-like protein, putative","Previous IDs: PC000874.02.0;PC301024.00.0;PCAS_072840;PCHAS_072840","07","44","OG5_128198","0","4","4","1","null","null","1875"
"PCHAS_0728500","PCHAS_0728500.1","P. chabaudi chabaudi","PCHAS_07_v3:1,000,778..1,015,189(+)","conserved Plasmodium protein, unknown function","Previous IDs: PC000039.02.0;PC000334.04.0;PC000395.00.0;PC000556.01.0;PC000748.03.0;PC106922.00.0;PC300979.00.0;PC302410.00.0;PC302559.00.0;PC302593.00.0;PC401457.00.0;PC401813.00.0;PCAS_072850;PCHAS_072850","07","52","OG5_150753","0","1","1","1","null","null","14412"
"PCHAS_0728600","PCHAS_0728600.1","P. chabaudi chabaudi","PCHAS_07_v3:1,015,666..1,017,726(-)","memo-like protein","Previous IDs: PC000769.00.0;PCAS_072860;PCHAS_072860","07","42","OG5_127479","0","12","12","1","null","null","891"
"PCHAS_0728700","PCHAS_0728700.1","P. chabaudi chabaudi","PCHAS_07_v3:1,018,586..1,021,160(-)","conserved Plasmodium protein, unknown function","Previous IDs: PC000503.01.0;PC101418.00.0;PC300875.00.0;PCAS_072870;PCHAS_072870","07","47","OG5_156924","0","4","4","1","null","null","2019"
"PCHAS_0728800","PCHAS_0728800.1","P. chabaudi chabaudi","PCHAS_07_v3:1,022,207..1,024,097(+)","conserved Plasmodium protein, unknown function","Previous IDs: PC300419.00.0;PCAS_072880;PCHAS_072880","07","46","OG5_167118","0","6","6","1","null","null","1242"
"PCHAS_0728900","PCHAS_0728900.1","P. chabaudi chabaudi","PCHAS_07_v3:1,024,580..1,026,286(-)","cdc2-related protein kinase 1, putative","Previous IDs: PC000383.04.0;PC000840.00.0;PCAS_072890;PCHAS_072890","07","44","OG5_129183","0","1","1","1","null","null","1707"
"PCHAS_0729000","PCHAS_0729000.1","P. chabaudi chabaudi","PCHAS_07_v3:1,027,976..1,030,222(+)","conserved Plasmodium protein, unknown function","Previous IDs: PC000400.01.0;PC001407.02.0;PC107889.00.0;PC302484.00.0;PC406063.00.0;PCAS_072900;PCHAS_072900","07","44","OG5_167119","0","1","1","1","null","null","2247"
"PCHAS_0729100","PCHAS_0729100.1","P. chabaudi chabaudi","PCHAS_07_v3:1,030,844..1,044,917(+)","conserved Plasmodium protein, unknown function","Previous IDs: PC000098.05.0;PC000399.01.0;PC000461.01.0;PC000462.01.0;PC000519.02.0;PC301183.00.0;PC301266.00.0;PC301379.00.0;PC302464.00.0;PC401057.00.0;PC405727.00.0;PCAS_072910;PCHAS_072910","07","48","OG5_146376","0","10","10","1","null","null","12912"
"PCHAS_0729200","PCHAS_0729200.1","P. chabaudi chabaudi","PCHAS_07_v3:1,045,400..1,048,501(-)","protein SOC1, putative","Previous IDs: PC000130.01.0;PC000175.00.0;PC301525.00.0;PCAS_072920;PCHAS_072920","07","46","OG5_153017","0","1","1","1","null","null","3102"
"PCHAS_0729300","PCHAS_0729300.1","P. chabaudi chabaudi","PCHAS_07_v3:1,050,836..1,052,137(+)","eukaryotic translation initiation factor 3 subunit M, putative","Previous IDs: PC000910.02.0;PC301849.00.0;PCAS_072930;PCHAS_072930","07","46","OG5_129237","0","1","1","1","null","null","1302"
"PCHAS_0729400","PCHAS_0729400.1","P. chabaudi chabaudi","PCHAS_07_v3:1,052,778..1,054,718(-)","conserved Plasmodium protein, unknown function","Previous IDs: PC106297.00.0;PCAS_072940;PCHAS_072940","07","46","OG5_167120","0","1","1","1","null","null","1941"
"PCHAS_0729500","PCHAS_0729500.1","P. chabaudi chabaudi","PCHAS_07_v3:1,060,133..1,060,728(+)","conserved Plasmodium protein, unknown function","Previous IDs: PCHAS_072950","07","45","OG5_167121","0","3","3","1","null","null","351"
"PCHAS_0729600","PCHAS_0729600.1","P. chabaudi chabaudi","PCHAS_07_v3:1,060,847..1,062,011(-)","trafficking protein particle complex subunit 3, putative","Previous IDs: PC000279.04.0;PCAS_072960;PCHAS_072960","07","44","OG5_128128","0","6","6","1","null","null","564"
"PCHAS_0729700","PCHAS_0729700.1","P. chabaudi chabaudi","PCHAS_07_v3:1,063,471..1,067,742(+)","regulator of chromosome condensation, putative","Previous IDs: PC000079.02.0;PC000330.01.0;PCAS_072970;PCHAS_072970","07","44","OG5_165906","0","1","1","1","null","null","4272"
"PCHAS_0729800","PCHAS_0729800.1","P. chabaudi chabaudi","PCHAS_07_v3:1,068,349..1,069,737(+)","RNA-binding protein NOB1, putative","Previous IDs: PC000076.02.0;PCAS_072980;PCHAS_072980","07","44","OG5_128403","0","1","1","1","null","null","1389"
"PCHAS_0729900","PCHAS_0729900.1","P. chabaudi chabaudi","PCHAS_07_v3:1,070,318..1,071,952(+)","MOLO1 domain-containing protein, putative","Previous IDs: PC000077.02.0;PCAS_072990;PCHAS_072990","07","44","OG5_143209","0","9","9","1","null","null","798"
"PCHAS_0730000","PCHAS_0730000.1","P. chabaudi chabaudi","PCHAS_07_v3:1,073,351..1,075,019(+)","conserved protein, unknown function","Previous IDs: PC000078.02.0;PC108190.00.0;PCAS_073000;PCHAS_073000","07","44","OG5_147633","0","5","5","1","null","null","1179"
"PCHAS_0730100","PCHAS_0730100.1","P. chabaudi chabaudi","PCHAS_07_v3:1,075,882..1,078,263(+)","conserved Plasmodium protein, unknown function","Previous IDs: PC300097.00.0;PCAS_073010;PCHAS_073010","07","43","OG5_129935","0","10","10","1","null","null","1305"
"PCHAS_0730200","PCHAS_0730200.1","P. chabaudi chabaudi","PCHAS_07_v3:1,078,593..1,079,577(+)","conserved Plasmodium protein, unknown function","Previous IDs: PC301913.00.0;PCAS_073020;PCHAS_073020","07","44","OG5_167122","0","2","2","1","null","null","807"
"PCHAS_0730300","PCHAS_0730300.1","P. chabaudi chabaudi","PCHAS_07_v3:1,080,778..1,081,188(+)","protein transport protein GOT1, putative","Previous IDs: PC000784.01.0;PCAS_073030;PCHAS_073030","07","44","OG5_127881","0","1","1","1","null","null","411"
"PCHAS_0730400","PCHAS_0730400.1","P. chabaudi chabaudi","PCHAS_07_v3:1,081,870..1,082,865(-)","conserved Plasmodium protein, unknown function","Previous IDs: PC000783.01.0;PC300654.00.0;PCAS_073040;PCHAS_073040","07","43","OG5_164985","0","2","2","1","null","null","849"
"PCHAS_0730500","PCHAS_0730500.1","P. chabaudi chabaudi","PCHAS_07_v3:1,083,773..1,090,594(+)","conserved Plasmodium protein, unknown function","Previous IDs: PC000048.01.0;PC000065.01.0;PC000511.01.0;PC000684.00.0;PC300420.00.0;PCAS_073050;PCHAS_073050","07","45","OG5_165935","0","4","4","1","null","null","6501"
"PCHAS_0730600","PCHAS_0730600.1","P. chabaudi chabaudi","PCHAS_07_v3:1,091,117..1,092,643(-)","conserved Plasmodium protein, unknown function","Previous IDs: PCHAS_073060","07","44","OG5_156846","0","1","1","1","null","null","1527"
"PCHAS_0730700","PCHAS_0730700.1","P. chabaudi chabaudi","PCHAS_07_v3:1,094,296..1,095,520(+)","ran-specific GTPase-activating protein 1, putative","Previous IDs: PC301359.00.0;PCAS_073070;PCHAS_073070","07","44","OG5_127714","0","2","2","1","null","null","861"
"PCHAS_0730800","PCHAS_0730800.1","P. chabaudi chabaudi","PCHAS_07_v3:1,097,284..1,098,093(+)","apical merozoite protein, putative","Previous IDs: PC000958.02.0;PC106586.00.0;PCAS_073080;PCHAS_073080","07","43","OG5_173160","0","1","1","1","null","null","810"
"PCHAS_0730900","PCHAS_0730900.1","P. chabaudi chabaudi","PCHAS_07_v3:1,099,226..1,099,909(-)","60S ribosomal protein L7ae/L30e, putative","Previous IDs: PC000957.02.0;PC302328.00.0;PCAS_073090;PCHAS_073090","07","43","OG5_128156","0","1","1","1","null","null","684"
"PCHAS_0731000","PCHAS_0731000.1","P. chabaudi chabaudi","PCHAS_07_v3:1,101,756..1,116,095(+)","phosphatidylinositol 4-kinase, putative","Previous IDs: PC402561.00.0;PC405311.00.0;PC405650.00.0;PCAS_073100;PCHAS_073100","07","51","OG5_165972","0","6","6","1","null","null","13647"
"PCHAS_0731100","PCHAS_0731100.1","P. chabaudi chabaudi","PCHAS_07_v3:1,116,897..1,118,537(-)","fam-a protein","Previous IDs: PC104548.00.0;PC104549.00.0;PC106608.00.0;PC401961.00.0;PC402562.00.0;PCAS_073110;PCHAS_073110","07","4","OG5_243290","0","6","6","1","null","null","930"
"PCHAS_0731200","PCHAS_0731200.1","P. chabaudi chabaudi","PCHAS_07_v3:1,122,214..1,124,856(+)","lysophospholipase, putative","Previous IDs: PC000744.03.0;PCAS_073120;PCHAS_073120","07","31","OG5_141541","2","1","1","1","null","null","2643"
"PCHAS_0731300","PCHAS_0731300.1","P. chabaudi chabaudi","PCHAS_07_v3:1,127,691..1,130,008(+)","PIR protein","Previous IDs: PC101717.00.0;PCAS_073130;PCHAS_073130","07","40","OG5_142171","0","3","3","1","null","null","2118"
"PCHAS_0731350","PCHAS_0731350.1","P. chabaudi chabaudi","PCHAS_07_v3:1,131,450..1,131,864(+)","fam-c protein","Previous IDs: PCHAS_073135","07","37","OG5_167512","2","2","2","1","null","null","294"
"PCHAS_0731400","PCHAS_0731400.1","P. chabaudi chabaudi","PCHAS_07_v3:1,133,176..1,134,558(-)","lysophospholipase, putative","Previous IDs: PC000055.03.0;PC000708.00.0;PCAS_073140;PCHAS_073140","07","3","OG5_164442","3","1","1","1","null","null","1383"
"PCHAS_0731500","PCHAS_0731500.1","P. chabaudi chabaudi","PCHAS_07_v3:1,138,509..1,140,792(+)","PIR protein","Previous IDs: PC400986.00.0;PCAS_073150;PCHAS_073150","07","51","OG5_161539","6","3","3","1","null","null","2052"
"PCHAS_0731600","PCHAS_0731600.1","P. chabaudi chabaudi","PCHAS_07_v3:1,142,317..1,143,465(+)","PIR protein","Previous IDs: PC200029.00.0;PCAS_073160;PCHAS_073160","07","536","OG5_126782","27","3","3","1","null","null","909"
"PCHAS_0731651","PCHAS_0731651.1","P. chabaudi chabaudi","PCHAS_07_v3:1,145,300..1,145,744(+)","fam-c protein","null","07","3","OG5_243273","2","2","2","1","null","null","318"
"PCHAS_0731700","PCHAS_0731700.1","P. chabaudi chabaudi","PCHAS_07_v3:1,147,156..1,148,758(-)","fam-a protein","Previous IDs: PC401294.00.0;PC403610.00.0;PCAS_073170;PCHAS_073170","07","0","OG5_173922","5","6","6","1","null","null","903"
"PCHAS_0731800","PCHAS_0731800.1","P. chabaudi chabaudi","PCHAS_07_v3:1,152,460..1,153,612(+)","PIR protein","Previous IDs: PCHAS_073180","07","303","OG5_127566","16","3","3","1","null","null","933"
"PCHAS_0731900","PCHAS_0731900.1","P. chabaudi chabaudi","PCHAS_07_v3:1,156,136..1,157,272(+)","PIR protein","Previous IDs: PC404543.00.0;PCAS_073190;PCHAS_073190","07","45","OG5_136738","10","3","3","1","null","null","906"
"PCHAS_0732000","PCHAS_0732000.1","P. chabaudi chabaudi","PCHAS_07_v3:1,159,514..1,160,668(+)","PIR protein","Previous IDs: PC200040.00.0;PCAS_073200;PCHAS_073200","07","536","OG5_126782","27","3","3","1","null","null","930"
"PCHAS_0732100","PCHAS_0732100.1","P. chabaudi chabaudi","PCHAS_07_v3:1,162,053..1,162,971(-)","erythrocyte membrane antigen 1","Previous IDs: PCHAS_073210","07","22","OG5_138835","14","2","2","1","null","null","789"
"PCHAS_0732200","PCHAS_0732200.1","P. chabaudi chabaudi","PCHAS_07_v3:1,167,099..1,167,866(-)","Plasmodium exported protein, unknown function","Previous IDs: PC106597.00.0;PCAS_073220;PCHAS_073220","07","15","OG5_149159","6","2","2","1","null","null","678"
"PCHAS_0800001","PCHAS_0800001.1","P. chabaudi chabaudi","PCHAS_08_v3:1,073..1,964(+)","erythrocyte membrane antigen 1","Previous IDs: PC402403.00.0;PCAS_000180;PCHAS_000370","08","22","OG5_138835","14","2","2","1","null","null","747"
"PCHAS_0800005","PCHAS_0800005.1","P. chabaudi chabaudi","PCHAS_08_v3:3,372..4,554(-)","PIR protein","Previous IDs: PC500047.00.0;PCAS_000170;PCHAS_000360","08","536","OG5_126782","27","3","3","1","null","null","939"
"PCHAS_0800011","PCHAS_0800011.1","P. chabaudi chabaudi","PCHAS_08_v3:7,050..8,135(-)","PIR protein","Previous IDs: PCAS_000160;PCHAS_000350","08","303","OG5_127566","16","3","3","1","null","null","879"
"PCHAS_0800015","PCHAS_0800015.1","P. chabaudi chabaudi","PCHAS_08_v3:10,286..11,440(-)","PIR protein","Previous IDs: PC500032.00.0;PCAS_000150;PCHAS_000340","08","22","OG5_151951","9","3","3","1","null","null","915"
"PCHAS_0800021","PCHAS_0800021.1","P. chabaudi chabaudi","PCHAS_08_v3:14,986..15,555(+)","fam-a protein, pseudogene","null","08","16","OG5_167511","11","3","3","1","null","null","324"
"PCHAS_0800025","PCHAS_0800025.1","P. chabaudi chabaudi","PCHAS_08_v3:15,690..17,283(-)","PIR protein","null","08","6","OG5_167510","6","3","3","1","null","null","1371"
